Date,Std Week,Rain,Evap,Max Temp,Min Temp,Wind Velocity,Solar Radiation,Bright Sunshine
10/29/2018,44,0,6,32.2,13.2,3.7,18.4,9.4
10/30/2018,44,0,5.6,30.6,12.2,2.2,19.6,10.4
10/31/2018,44,0,5.8,31,12.6,2.6,18.8,10.2
11/1/2018,44,0,5.4,31.2,15.8,2.4,18.5,10
11/2/2018,44,0,4.4,31.4,17.6,4.1,15,8.5
11/3/2018,44,0,3.4,28.6,21.8,5.9,10.6,4.4
11/4/2018,44,0,5,30.6,20.8,7.3,13.7,5
11/5/2018,45,0,5.2,32,18.6,6,17.6,9.5
11/6/2018,45,0,5.3,33.2,19,4.2,16.8,8
11/7/2018,45,0,4.9,33.6,18.6,3.6,15.2,7.6
11/8/2018,45,0,4.8,33.2,18.4,3.8,16,8
11/9/2018,45,0,4.8,32.8,17.4,3.6,15.6,8.1
11/10/2018,45,0,5,32.2,16.4,2.8,15.6,8.9
11/11/2018,45,0,5.6,32.8,13.4,3.1,11.2,9.6
11/12/2018,46,0,6.2,32.8,11.6,1,18.6,10.2
11/13/2018,46,0,6.4,31.8,10.8,1.3,18.8,10.3
11/14/2018,46,0,5.3,31.6,10.6,1.3,18.1,9.9
11/15/2018,46,0,5.5,32.4,12.8,2.3,17.7,10
11/16/2018,46,0,6.5,33.2,15.2,2.6,18,10
11/17/2018,46,0,5.3,33,23,4.4,16.5,9.9
11/18/2018,46,0,4.9,32.4,20.4,1.2,14,6.7
11/19/2018,47,0,5,32.6,22.4,1.4,13.6,6.9
11/20/2018,47,0,5.2,32.2,22.4,4.4,14.9,8.8
11/21/2018,47,0,3.6,31,17.5,2.1,11.5,2.3
11/22/2018,47,0,6,32.4,16.5,5.3,16.2,9
11/23/2018,47,0,5.9,31.8,18,4.9,15.7,8.8
11/24/2018,47,0,4.2,30.2,15,2.1,15,4.4
11/25/2018,47,0,5.6,31.2,14,2.7,15,9
11/26/2018,48,0,4.8,30.8,11,1.7,15.7,9.6
11/27/2018,48,0,5.2,30.8,10.5,2.5,16.3,9.7
11/28/2018,48,0,4.8,29.4,12,3.1,15.7,9.7
11/29/2018,48,0,4.7,29.2,12,2.8,15.5,9.2
11/30/2018,48,0,4.2,30,12.5,1.6,14.7,9
12/1/2018,48,0,4.8,30.8,12.6,2,15.4,9
12/2/2018,48,0,4.2,29.8,12.6,2.2,15,9.3
12/3/2018,49,0,4,28.8,14.2,2.3,14.1,8.4
12/4/2018,49,0,4,28.2,18,4.3,13.3,7.1
12/5/2018,49,0,4.4,28.8,20.8,4.1,10.6,3.2
12/6/2018,49,0,4.2,30,20.8,3.1,9.7,4.3
12/7/2018,49,0,4,31,19.4,1.9,9.7,3.9
12/8/2018,49,0,4.9,31.8,20.6,4,13.1,7.7
12/9/2018,49,0,4.7,30,20.4,5.9,10,4
12/10/2018,50,0,4,30.8,20,6.8,11.3,2.6
12/11/2018,50,0,3.9,30.4,18.4,4.2,10,1
12/12/2018,50,0,4.3,31.8,19.2,3.4,12.4,4.6
12/13/2018,50,0,4.2,30.8,17.8,6.5,11.5,4.4
12/14/2018,50,51.6,5.4,28.8,19.6,5.2,9.2,0.4
12/15/2018,50,0,3.8,23.4,18.6,3.5,3.6,0
12/16/2018,50,0,5.7,27.6,14.2,5.7,14.8,6.7
12/17/2018,51,0,5.2,28,17.4,4.7,14.3,7.1
12/18/2018,51,0.7,2.5,20.6,15.4,7.3,5.5,0
12/19/2018,51,0,1.4,19.2,15.2,3.1,4.1,0
12/20/2018,51,0,3,24.8,15.4,4.1,11.2,4.3
12/21/2018,51,0,3.1,25.6,13.8,1.8,11.1,4.6
12/22/2018,51,0,3.5,28.2,14,1.1,16.5,9.4
12/23/2018,51,0,3.4,29.4,16.6,2.1,15.6,7.9
12/24/2018,52,0,3.7,28.8,15.6,2.8,14.4,6.6
12/25/2018,52,0,3.6,29,14.6,1.6,15.4,7.3
12/26/2018,52,0,4.3,30.8,17.4,2.7,15.6,8.9
12/27/2018,52,0,4,31,17.6,2.9,13,6.2
12/28/2018,52,0,5.2,27.8,10.4,2.5,16.1,8.3
12/29/2018,52,0,5,26.2,7.2,1,18,10.1
12/30/2018,52,0,4.2,26.2,7.4,1.5,17.9,9.7
12/31/2018,52,0,4.7,26.4,6.4,2.1,17.1,9.1
1/1/2019,1,0,4.6,27,5.2,1,17.8,9.7
1/2/2019,1,0,5,28.6,6.2,2.1,18.3,10
1/3/2019,1,0,4,30,8.4,1.1,17.6,9.8
1/4/2019,1,0,4.3,30.4,9.6,0.5,17.8,10
1/5/2019,1,0,5,29.2,11.8,3.5,16.7,9
1/6/2019,1,0,5,29.8,11.2,2.5,17.2,9
1/7/2019,1,0,4.5,29,14.4,3.2,16.1,8.4
1/8/2019,2,0,4.3,29,12,0.7,15.3,8.5
1/9/2019,2,0,4,28,7.4,0.4,17,8.9
1/10/2019,2,0,3.9,28.8,7.6,0.5,17.2,9.3
1/11/2019,2,0,4.2,29,13.5,3,16.4,9.1
1/12/2019,2,0,4.1,30.6,16.4,4.8,16.2,8.5
1/13/2019,2,0,5.6,30,16.8,7.4,15.3,8.1
1/14/2019,2,0,5.5,29.8,12.8,3.7,16.4,8.7
1/15/2019,3,0,5.3,29.8,11.6,4.3,16.4,8.1
1/16/2019,3,0,5.1,29.8,12.6,1.2,16.3,7.9
1/17/2019,3,0,4.5,29.8,11,1.7,16.5,8.6
1/18/2019,3,0,4.7,31,11.2,0.5,17.5,9
1/19/2019,3,0,4.5,31,12.2,1.8,16.8,8.7
1/20/2019,3,0,5.1,29.6,10,2.8,16.6,8.1
1/21/2019,3,0,5.1,30.6,9.6,2.7,18.4,9.3
1/22/2019,4,0,6.6,31,14.6,6.1,18.7,9.1
1/23/2019,4,0,5.5,30.8,16.2,5,18.7,10.1
1/24/2019,4,0,5,30.4,16.2,4.7,16.3,7.8
1/25/2019,4,0,5.3,31,18.4,8.8,14.4,7
1/26/2019,4,0,5.9,31,21,9.1,15.7,7.4
1/27/2019,4,8.7,3.9,28,18.6,6.1,10.6,2.7
1/28/2019,4,0.2,2.5,21.4,17,3.4,2.6,0
1/29/2019,5,0,2.4,22.6,10.6,3.4,7.1,0.2
1/30/2019,5,0,4.1,25.2,7.2,3.2,18.7,9.2
1/31/2019,5,0,4.4,27.6,10.2,3.8,19.8,9.7
2/1/2019,5,0,4.8,28.2,17,9,18.7,9.3
2/2/2019,5,0,4.6,28.8,13.4,5.4,17.5,9.1
2/3/2019,5,0,5.4,29.2,15.8,68,18.4,8.8
2/4/2019,5,0,5.9,29.8,17.6,8.2,18,9.1
2/5/2019,6,0,6,29.8,15.6,7.6,18,9.3
2/6/2019,6,0,5.8,31.4,15.4,5.3,18.2,9.4
2/7/2019,6,0,6.8,31.8,18.2,8.4,17,8.5
2/8/2019,6,0,7,32.8,17.2,8.5,17.9,9
2/9/2019,6,0,7,29.4,14,5,17.6,8.7
2/10/2019,6,0,6.6,28,14,4.8,19.8,9.3
2/11/2019,6,0,6.4,31.2,20.4,7,17.7,8.6
2/12/2019,7,0,6,31.2,18.4,9.4,17.1,7.8
2/13/2019,7,0,6.2,30.6,16.4,7.6,18.5,9.4
2/14/2019,7,0,6.2,31.6,16.2,6.6,20.2,9.4
2/15/2019,7,0,7.2,33.8,19.4,8.4,19.5,9.2
2/16/2019,7,2.5,6.6,33.8,18.2,8.3,19.2,10.3
2/17/2019,7,0,6.2,32.8,18,4.2,19.5,9.8
2/18/2019,7,0,6.2,34.2,16.6,4.2,19.6,9.6
2/19/2019,8,0,6.3,32.8,20.2,4.9,17.9,9.3
2/20/2019,8,0,7.8,35.2,21.8,9.8,18.8,9.5
2/21/2019,8,0,9.6,33.6,18.8,10.8,19.5,9.7
2/22/2019,8,0,8.8,35,19.6,8.7,20,9.7
2/23/2019,8,0,8.6,36.2,18.2,5.8,19.7,9.8
2/24/2019,8,0,7.6,36,19.4,4,19.5,9.9
2/25/2019,8,0,8.8,37.2,21,6.4,20.5,10.1
2/26/2019,9,0,9.2,37.4,17.6,6.7,19.7,9.3
2/27/2019,9,0,7.4,34.2,17,4.6,20.3,10
2/28/2019,9,0,5.6,32.4,18.2,4.4,18.4,8.8
3/1/2019,9,0,8.1,32.8,16.6,4.2,20.7,10.1
3/2/2019,9,0,6.9,33.2,21.8,10.2,17,6.9
3/3/2019,9,0,7.5,32.8,21,13.2,19.2,8.5
3/4/2019,9,0,7,35,21,6.9,16.2,6.8
3/5/2019,10,0,9.6,37.6,19.2,6.8,20.1,9
3/6/2019,10,0,8,35.8,14.6,5.7,21.4,9
3/7/2019,10,0,8.2,33.4,13.2,4.3,22.2,9.3
3/8/2019,10,0,8.1,35,15.8,3.7,21,9.1
3/9/2019,10,0,7.8,35.6,19,4.7,20.6,8.8
3/10/2019,10,0,7.6,36.8,19.5,5.6,19.5,8.7
3/11/2019,10,0,7.7,37,21.4,5.9,20.3,8.9
3/12/2019,11,0,9,36.8,20.6,10.1,17.6,7
3/13/2019,11,0,10.6,37.2,22,9.5,18.4,7.3
3/14/2019,11,0,11.2,37.8,19.6,9.6,19.7,8
3/15/2019,11,0,11.3,37.6,19.2,8.3,21.1,8.3
3/16/2019,11,0,12,37.2,21.2,10.7,21.7,9
3/17/2019,11,0,11.9,37.5,20.2,12,21.7,9
3/18/2019,11,0,12,37,18.6,9.9,21.8,8.2
3/19/2019,12,0,10.2,36.8,18.6,9.7,22,9.9
3/20/2019,12,0,9.2,37,22.2,9.7,20.2,9.3
3/21/2019,12,0,10.6,37.8,24,12.2,19,7.6
3/22/2019,12,0,10.7,37.2,21.6,10.2,18.9,7.7
3/23/2019,12,0,9.6,37.8,21.8,6.7,19.8,8.2
3/24/2019,12,0,9.3,38.4,21.6,5,19.7,8.2
3/25/2019,12,0,9.8,37.6,22.8,8.5,20.3,8.6
3/26/2019,13,0,9.9,37.6,21.8,6.8,20.6,8.6
3/27/2019,13,0,10.8,38.8,23.8,6.3,21.5,8.6
3/28/2019,13,0,9.2,38.6,22.2,6.2,20.9,8.7
3/29/2019,13,0,9.6,39.4,21.2,4.8,21.3,8.8
3/30/2019,13,0,9.3,39,21.6,3.3,20.7,8.9
3/31/2019,13,0,10.4,39.8,21.6,6.1,19.8,8.4
4/1/2019,13,1.3,10.8,40.6,24.4,7.5,19.3,7.9
4/2/2019,14,0,10,40,23.6,5.8,22.8,8.9
4/3/2019,14,0,10.7,40.6,24.2,7.5,23.4,9.2
4/4/2019,14,0,9,38.8,22.2,8.5,15.1,5.9
4/5/2019,14,0,10.8,38.6,23.6,9.6,21.2,7.9
4/6/2019,14,0,8.4,38.2,23.2,6,16.6,6
4/7/2019,14,0,9.8,40,22.4,7.6,21,7.9
4/8/2019,14,0,10.8,39.2,22.4,8.7,22.6,9.3
4/9/2019,15,0,10.6,39.6,22.2,8.3,21,8.7
4/10/2019,15,0,8.6,37.8,20.2,7.1,17.7,6.4
4/11/2019,15,0,8.6,39.6,23.4,5.9,18.4,7.1
4/12/2019,15,0,10.3,41.2,25.6,5.6,21.3,7.6
4/13/2019,15,0,11.8,40,25.6,9.4,21.2,8.4
4/14/2019,15,0,10.8,40.2,24.8,6.9,21.7,8.4
4/15/2019,15,0,10.2,39.6,24.6,6.1,22.5,10.5
4/16/2019,16,0,11.1,39.8,24.2,7.2,21.6,9.7
4/17/2019,16,0,12.6,39.2,22.6,9.3,23.2,10.5
4/18/2019,16,0,10.3,38.6,23.6,8.1,17.5,8.3
4/19/2019,16,27.4,13.6,38.4,21.6,7.6,19.4,9.4
4/20/2019,16,0.2,8.4,37,23.2,8.1,21.8,9.7
4/21/2019,16,0.2,7.4,37.2,22.2,9.7,17.5,8.1
4/22/2019,16,0,9.4,38.6,22.6,7.3,21.4,10
4/23/2019,17,3.2,8.3,35.6,21.6,8.4,21.8,9.4
4/24/2019,17,0,8.9,38.2,20.6,6.4,23.6,10.5
4/25/2019,17,0,10.7,39.2,23,6.5,23.6,11
4/26/2019,17,0,11.3,40.8,22.8,6.1,20.9,9
4/27/2019,17,0,11.4,41.4,25.4,6.2,22.8,9.6
4/28/2019,17,0,11.8,41.6,26.6,5.7,21.9,9.3
4/29/2019,17,0,11.6,40.6,26.4,7.8,18.8,6.7
4/30/2019,18,0,11.1,41.4,25.6,6.3,21.1,9.8
5/1/2019,18,0,9.8,40.6,26.8,6.9,19.2,7.3
5/2/2019,18,0,13.1,40.8,27.2,9.6,21.5,8.4
5/3/2019,18,0,14.4,41.6,23.8,9.9,21.8,7.2
5/4/2019,18,0,13.2,40,23.6,10.2,23.2,9.8
5/5/2019,18,0,11.7,40,24.9,8.7,23.7,10.6
5/6/2019,18,0,10.2,40.6,21.2,6.5,22.1,9.7
5/7/2019,19,0,10.3,41.4,26.6,4.4,22.3,10
5/8/2019,19,0,11.2,41.8,26.6,4,20.6,7
5/9/2019,19,0,14.2,41.4,25,8.7,22.2,10
5/10/2019,19,0,13,41.2,24.6,6.4,23.6,10.2
5/11/2019,19,0,11.6,41.4,26.6,5.9,23,10.5
5/12/2019,19,5.2,12.2,42,22.5,9.1,22.1,9.8
5/13/2019,19,9.6,8.8,39.8,23,5.2,22.6,8.7
5/14/2019,20,0,11,41.2,27.2,7.5,23.5,10.8
5/15/2019,20,0,10.6,41,25.2,6.5,22,9.1
5/16/2019,20,0,11.9,41.6,25.4,6.6,24.2,10
5/17/2019,20,0,11,41,23.8,6.2,23,10.6
5/18/2019,20,0,11,41.6,24.8,4.9,23,10.6
5/19/2019,20,0,10.7,41.4,25.6,4.6,22.3,9.7
5/20/2019,20,0,10.8,42.2,27.4,5.3,23.5,9.9
5/21/2019,21,5.6,11,41.8,25.6,6.4,21.3,9.1
5/22/2019,21,0,10.8,41.6,25,7.2,20.9,8.9
5/23/2019,21,0,10.6,41.4,27.6,5.7,22.2,9.2
5/24/2019,21,0,10.2,42,24.6,8.3,19.8,7.8
5/25/2019,21,3,10.6,41,23.4,6,23.6,10.3
5/26/2019,21,0,11.4,41.8,26.2,6,23.8,10.9
5/27/2019,21,0,13.6,42.8,24.6,6.1,23.8,11.1
5/28/2019,22,0,11.6,42,28.2,8.1,23.6,10.6
5/29/2019,22,0,12.4,43.2,25.8,5.1,23,10.7
5/30/2019,22,0,11.9,42.4,27.2,8.5,23.5,10.3
5/31/2019,22,0,11.4,41.6,28.4,8.7,20.6,8.5
6/1/2019,22,0,12,40.8,27.6,8,20.8,10.3
6/2/2019,22,0,6.3,35.6,25.6,4.8,10.8,0.8
6/3/2019,22,2.5,11.1,42.6,25.6,9,20.9,9.2
6/4/2019,23,51.2,9.9,40.2,20.8,11.2,20.4,8.9
6/5/2019,23,0,8.8,35.8,25.6,4.7,22.3,9.8
6/6/2019,23,0,8.6,40,27.4,4.7,20.6,9.5
6/7/2019,23,2.4,11.7,41.6,24.6,10.7,20.1,8
6/8/2019,23,9.6,8,39.6,21.8,8,20.5,8.5
6/9/2019,23,0.6,4.4,33.8,25.6,4.7,12.5,0.6
6/10/2019,23,0,10.8,39,24.8,5,21.4,8.2
6/11/2019,24,0,11,39,26,7.5,22.3,9.6
6/12/2019,24,0,10.2,38.4,25.8,9.5,24.6,11.8
6/13/2019,24,0,12.2,38,24.6,14.2,23.6,11.3
6/14/2019,24,0,8.7,35.8,23.8,12.4,18.6,8.6
6/15/2019,24,0,11.6,35.8,25,13.6,21.6,11.7
6/16/2019,24,0,11.8,38,26.2,14.8,23.4,11.5
6/17/2019,24,0,12.2,38,26.8,15.8,21.4,10.3
6/18/2019,25,0,11.2,37.2,25.8,11.6,18.5,4.8
6/19/2019,25,0,12,38,25.6,13,21.3,8.6
6/20/2019,25,0,11.7,38.2,25,12.6,22.3,11.1
6/21/2019,25,0,9.6,37.2,24.6,10.1,16.9,8.2
6/22/2019,25,2.6,7.9,36.6,21.8,10.4,18.5,5.9
6/23/2019,25,0,4.2,31.4,24.2,7.6,12.9,0.5
6/24/2019,25,1.6,4.2,33.8,23,5.5,14.6,3.4
6/25/2019,26,21.3,7.6,34.2,21.6,5.3,16.3,6.8
6/26/2019,26,0,5.4,33.8,24.2,4.4,15.7,4.4
6/27/2019,26,0,7.8,34.6,23.6,11.3,15.4,6.5
6/28/2019,26,0,8.1,35.8,23.6,13.4,18.5,8.4
6/29/2019,26,3.9,6.9,32.8,22.6,14.9,14.8,4
6/30/2019,26,6.6,4.1,31,21.6,13.4,14.5,2.7
7/1/2019,26,0,4.4,26.8,22.4,14.1,8.5,0
7/2/2019,27,1.8,3.2,29.2,22.4,12,8.5,0
7/3/2019,27,0,4,30,22.8,12.6,9.8,0.3
7/4/2019,27,0,6.4,32.8,23.4,16,13.7,0.7
7/5/2019,27,1.5,5.7,33.2,23,14.6,12.5,2.5
7/6/2019,27,0.8,4.9,31,23,15.3,12.4,0.5
7/7/2019,27,0,6.9,31.4,23.8,17.4,9.3,0.2
7/8/2019,27,0,7.7,33.6,24,17.8,15.4,5.3
7/9/2019,28,0,7.3,33.8,23.8,14.8,13.7,6.4
7/10/2019,28,0,6,33.8,23,13.2,13.8,3.9
7/11/2019,28,1.3,8,33.8,23,15,15.3,7.1
7/12/2019,28,23.6,3.4,35.6,21.6,10.2,16.5,6.2
7/13/2019,28,2.6,5.2,32,22.8,8.1,15.1,3
7/14/2019,28,0,6.4,33.6,23.8,10.1,19.8,5.8
7/15/2019,28,0,7.5,34.4,23.6,9.8,20.8,7.7
7/16/2019,29,0,6.7,34.4,23.8,9.7,17.2,9
7/17/2019,29,2.8,6.2,34.6,22.6,8.7,16.4,7.1
7/18/2019,29,0,6.9,34.4,23.2,8.5,20.4,9.4
7/19/2019,29,2.8,6.5,35.2,23,6.4,18.3,7.9
7/20/2019,29,19.4,4.5,33.4,21.4,4.5,13.3,2.8
7/21/2019,29,0,4.1,30.6,22.6,5,14.4,1.8
7/22/2019,29,0,5.8,31.6,22.6,7.4,16.8,7.9
7/23/2019,30,0,6,33.2,22.6,7.3,19.2,9.4
7/24/2019,30,0,6.4,33,23,8.6,18.2,6.6
7/25/2019,30,0,7.2,32.2,23.6,11.4,16.5,6.6
7/26/2019,30,3.3,4.9,32.6,23.2,10.6,12.8,4.1
7/27/2019,30,2.3,4.5,29.6,21.4,15.5,10.6,0.2
7/28/2019,30,0.2,3.6,29.6,22.2,15.9,7.8,0
7/29/2019,30,7.2,0.8,26,21.8,11.9,5.6,0
7/30/2019,31,9.9,2,25.6,21,13.7,5.4,0
7/31/2019,31,0,2.8,27.2,21.8,13.3,10.2,0.2
8/1/2019,31,2.9,3.1,30.2,22.2,10.7,12.5,4
8/2/2019,31,17.2,2.6,29.6,21.6,14.3,10.1,0.6
8/3/2019,31,47.9,2.8,23.6,21.2,13.7,3.5,0
8/4/2019,31,11.8,1.9,25,21,15.1,7.1,0
8/5/2019,31,3.7,2.4,28.4,22,16,11.5,0.8
8/6/2019,32,14.9,3.1,29.2,21.6,15,11.6,1.9
8/7/2019,32,2.3,3.4,28,22.2,16,10.4,0.5
8/8/2019,32,10.1,3.5,28,23,15.4,7.3,0
8/9/2019,32,0.9,3.9,28,23,15.6,11,1.8
8/10/2019,32,0,4.6,29.2,22.8,14.3,10.2,1.2
8/11/2019,32,0,4.4,30.6,21.6,11.2,12.4,3.5
8/12/2019,32,0,5,30.8,21.6,10.2,14.7,8.4
8/13/2019,33,0.6,3.7,30,22.8,6.2,12.4,4
8/14/2019,33,3.8,3.2,29,22.4,7.3,10.9,2.4
8/15/2019,33,0,4.5,31,23,8.5,16,5.6
8/16/2019,33,0,5.5,31.6,23.2,8.2,18,9.2
8/17/2019,33,0,6.3,32.2,22.4,7.1,18.1,10.1
8/18/2019,33,5.9,4.6,31,24,5.4,12.5,8.2
8/19/2019,33,0,3.1,28.2,22.6,5,8.6,0
8/20/2019,34,0.5,3.2,31.2,22.6,5,16.1,6.4
8/21/2019,34,0.8,4.1,30.2,23,7.1,13.6,4.5
8/22/2019,34,0,4.5,30.2,22.6,9.1,12.6,2.1
8/23/2019,34,9.2,4.5,31,20.8,8.9,14.3,6.6
8/24/2019,34,0,4,30,21.6,8.5,13.7,1.9
